category,current_avg_monthly_spend,spend_vs_cluster_benchmark,spend_volatility_normalised,income_bracket_encoded,category_type,months_consistently_present,realistic_reduction_pct
food,32437.47,1.1657,0.0405,3,0.5,11,0.1437
groceries,20200.08,0.9094,0.0405,3,0.15,12,0.0
transport,17741.42,1.0637,0.0405,3,0.4,8,0.16
shopping,71245.08,1.4456,0.0405,3,0.9,6,0.285
entertainment,36935.68,1.0908,0.0405,3,1.0,8,0.2993
utilities,11455.09,0.6985,0.0405,3,0.1,12,0.0
healthcare,3017.44,0.3624,0.0405,3,0.05,10,0.0
investments,77754.92,1.3943,0.0405,3,0.3,11,0.0412
fuel,4889.37,0.3535,0.0405,3,0.45,9,0.033
food,8205.89,0.4629,0.0814,3,0.5,10,0.0999
groceries,19188.62,1.356,0.0814,3,0.15,11,0.0671
transport,11854.94,1.1156,0.0814,3,0.4,9,0.1975
shopping,28088.73,0.8946,0.0814,3,0.9,5,0.1727
entertainment,17052.6,0.7904,0.0814,3,1.0,5,0.3064
utilities,10217.32,0.9779,0.0814,3,0.1,11,0.0482
healthcare,7529.49,1.4195,0.0814,3,0.05,11,0.0
investments,20879.64,0.5877,0.0814,3,0.3,7,0.0
fuel,4236.45,0.4808,0.0814,3,0.45,11,0.1067
food,29785.7,1.2339,0.061,3,0.5,8,0.162
groceries,19994.47,1.0377,0.061,3,0.15,10,0.0
transport,9863.94,0.6817,0.061,3,0.4,9,0.0767
shopping,42654.86,0.9977,0.061,3,0.9,7,0.2505
entertainment,19000.8,0.6469,0.061,3,1.0,7,0.1591
utilities,10518.3,0.7394,0.061,3,0.1,10,0.0
healthcare,6664.82,0.9228,0.061,3,0.05,12,0.0
investments,51476.66,1.0641,0.061,3,0.3,11,0.0
fuel,5453.04,0.4545,0.061,3,0.45,11,0.0575
food,29409.14,0.7691,0.0847,3,0.5,7,0.0684
groceries,28602.89,0.9371,0.0847,3,0.15,11,0.0
transport,20463.54,0.8928,0.0847,3,0.4,10,0.1792
shopping,90838.16,1.3413,0.0847,3,0.9,6,0.3256
entertainment,1919.66,0.0413,0.0847,3,1.0,6,0.3247
utilities,31827.91,1.4123,0.0847,3,0.1,12,0.0236
healthcare,7294.7,0.6376,0.0847,3,0.05,12,0.0144
investments,76824.67,1.0025,0.0847,3,0.3,11,0.0153
fuel,3109.84,0.1636,0.0847,3,0.45,11,0.1071
food,15437.49,0.5653,0.0818,3,0.5,11,0.101
groceries,26432.93,1.2126,0.0818,3,0.15,12,0.0586
transport,19084.36,1.1658,0.0818,3,0.4,11,0.2213
shopping,64272.61,1.3288,0.0818,3,0.9,9,0.3018
entertainment,29997.54,0.9026,0.0818,3,1.0,4,0.264
utilities,18344.02,1.1397,0.0818,3,0.1,10,0.0354
healthcare,6032.41,0.7383,0.0818,3,0.05,11,0.0523
investments,57198.23,1.0451,0.0818,3,0.3,9,0.0079
fuel,23718.35,1.7475,0.0818,3,0.45,7,0.1435
food,45475.75,1.4719,0.0293,3,0.5,9,0.2652
groceries,14455.46,0.5862,0.0293,3,0.15,11,0.0
transport,19046.46,1.0285,0.0293,3,0.4,7,0.1288
shopping,77023.39,1.4076,0.0293,3,0.9,9,0.1894
entertainment,45972.08,1.2228,0.0293,3,1.0,5,0.2172
utilities,19232.58,1.0562,0.0293,3,0.1,12,0.0099
healthcare,5428.55,0.5872,0.0293,3,0.05,10,0.0
investments,59124.68,0.9549,0.0293,3,0.3,10,0.0112
fuel,8933.84,0.5818,0.0293,3,0.45,11,0.064
food,13793.93,0.4378,0.075,3,0.5,8,0.0771
groceries,21734.93,0.8642,0.075,3,0.15,10,0.0296
transport,7719.54,0.4087,0.075,3,0.4,7,0.1382
shopping,58592.57,1.0499,0.075,3,0.9,9,0.3056
entertainment,56251.4,1.467,0.075,3,1.0,7,0.2709
utilities,13635.74,0.7342,0.075,3,0.1,10,0.0
healthcare,2815.73,0.2987,0.075,3,0.05,10,0.0051
investments,50240.28,0.7956,0.075,3,0.3,11,0.0014
fuel,21292.01,1.3596,0.075,3,0.45,7,0.2041
food,38240.22,1.4388,0.0536,3,0.5,8,0.2231
groceries,19053.39,0.8981,0.0536,3,0.15,10,0.0
transport,18919.97,1.1876,0.0536,3,0.4,11,0.2192
shopping,57800.63,1.2279,0.0536,3,0.9,4,0.2101
entertainment,32636.28,1.0091,0.0536,3,1.0,7,0.1319
utilities,11794.96,0.753,0.0536,3,0.1,11,0.0
healthcare,6217.7,0.7819,0.0536,3,0.05,12,0.0
investments,26898.91,0.505,0.0536,3,0.3,11,0.0
fuel,15557.6,1.1778,0.0536,3,0.45,10,0.1202
food,27000.23,0.8024,0.0381,3,0.5,11,0.1119
groceries,15473.94,0.7082,0.0381,3,0.15,12,0.0
transport,13848.44,0.8231,0.0381,3,0.4,10,0.1094
shopping,27865.76,1.4474,0.0381,3,0.9,8,0.3702
entertainment,6164.24,0.567,0.0381,3,1.0,9,0.2727
utilities,11758.51,0.6258,0.0381,3,0.1,12,0.0324
healthcare,1625.5,0.1935,0.0381,3,0.05,12,0.0
investments,36373.26,2.3766,0.0381,3,0.3,10,0.0855
fuel,8043.07,0.6661,0.0381,3,0.45,11,0.1223
food,37985.16,1.1616,0.0784,3,0.5,9,0.1012
groceries,28923.88,1.1082,0.0784,3,0.15,10,0.0186
transport,11720.57,0.598,0.0784,3,0.4,11,0.1222
shopping,53579.76,0.9252,0.0784,3,0.9,4,0.2111
entertainment,46849.46,1.1774,0.0784,3,1.0,7,0.2155
utilities,17925.58,0.9302,0.0784,3,0.1,12,0.0257
healthcare,10866.97,1.1107,0.0784,3,0.05,12,0.0
investments,77808.84,1.1874,0.0784,3,0.3,10,0.0489
fuel,17794.26,1.0949,0.0784,3,0.45,7,0.1009
food,56374.03,1.4167,0.08,3,0.5,7,0.131
groceries,31603.02,0.995,0.08,3,0.15,12,0.0825
transport,16101.16,0.675,0.08,3,0.4,10,0.1239
shopping,87577.51,1.2426,0.08,3,0.9,6,0.1851
entertainment,52538.52,1.085,0.08,3,1.0,9,0.1637
utilities,25849.75,1.1022,0.08,3,0.1,12,0.038
healthcare,7351.4,0.6174,0.08,3,0.05,11,0.0
investments,81344.81,1.02,0.08,3,0.3,11,0.0051
fuel,16860.27,0.8525,0.08,3,0.45,9,0.1711
food,24470.72,1.0843,0.0297,3,0.5,9,0.0032
groceries,24040.22,1.3346,0.0297,3,0.15,12,0.0242
transport,11419.67,0.8442,0.0297,3,0.4,10,0.1235
shopping,46720.95,1.1689,0.0297,3,0.9,8,0.2044
entertainment,36932.66,1.3449,0.0297,3,1.0,8,0.3874
utilities,9335.13,0.7019,0.0297,3,0.1,12,0.0172
healthcare,2560.36,0.3792,0.0297,3,0.05,11,0.0
investments,61448.69,1.3587,0.0297,3,0.3,10,0.0253
fuel,8270.2,0.7374,0.0297,3,0.45,7,0.119
food,50516.33,1.3213,0.0489,3,0.5,8,0.1802
groceries,35967.93,1.1786,0.0489,3,0.15,11,0.1204
transport,11631.04,0.5075,0.0489,3,0.4,8,0.0434
shopping,79996.98,1.1814,0.0489,3,0.9,5,0.1971
entertainment,5911.49,0.1271,0.0489,3,1.0,8,0.2421
utilities,23684.33,1.0511,0.0489,3,0.1,12,0.0039
healthcare,22379.19,1.9564,0.0489,3,0.05,12,0.1238
investments,48021.22,0.6268,0.0489,3,0.3,8,0.0
fuel,26832.0,1.4121,0.0489,3,0.45,11,0.2504
food,49921.71,1.6536,0.0525,3,0.5,8,0.2127
groceries,26764.34,1.1107,0.0525,3,0.15,12,0.0732
transport,25885.33,1.4305,0.0525,3,0.4,10,0.1594
shopping,37130.6,0.6944,0.0525,3,0.9,9,0.3085
entertainment,30462.24,0.8292,0.0525,3,1.0,8,0.2398
utilities,12063.65,0.678,0.0525,3,0.1,10,0.0
healthcare,7062.39,0.7819,0.0525,3,0.05,11,0.0
investments,38858.3,0.6423,0.0525,3,0.3,10,0.0
fuel,25036.63,1.6687,0.0525,3,0.45,11,0.133
food,31854.88,1.5462,0.0593,3,0.5,10,0.2363
groceries,16113.61,0.9799,0.0593,3,0.15,12,0.0
transport,12555.79,1.0168,0.0593,3,0.4,7,0.0583
shopping,24697.88,0.6769,0.0593,3,0.9,4,0.2168
entertainment,14376.07,0.5734,0.0593,3,1.0,6,0.0975
utilities,13590.04,1.1193,0.0593,3,0.1,12,0.023
healthcare,14334.7,2.3255,0.0593,3,0.05,12,0.1098
investments,40625.32,0.984,0.0593,3,0.3,11,0.0029
fuel,11976.61,1.1697,0.0593,3,0.45,11,0.0956
food,32778.33,1.0612,0.043,3,0.5,11,0.1032
groceries,24374.42,0.9887,0.043,3,0.15,10,0.0
transport,9210.18,0.4975,0.043,3,0.4,8,0.0565
shopping,92411.93,1.6893,0.043,3,0.9,5,0.411
entertainment,33646.63,0.8952,0.043,3,1.0,6,0.2358
utilities,9086.14,0.4991,0.043,3,0.1,11,0.0
healthcare,16528.71,1.7886,0.043,3,0.05,12,0.0882
investments,22296.7,0.3602,0.043,3,0.3,8,0.0
fuel,22978.94,1.497,0.043,3,0.45,9,0.0794
food,13257.93,0.7369,0.069,3,0.5,10,0.0527
groceries,16220.19,1.1296,0.069,3,0.15,11,0.0821
transport,6990.22,0.6482,0.069,3,0.4,7,0.1475
shopping,33650.57,1.0561,0.069,3,0.9,6,0.2518
entertainment,23806.47,1.0875,0.069,3,1.0,7,0.2218
utilities,6358.03,0.5997,0.069,3,0.1,10,0.0028
healthcare,5491.02,1.0201,0.069,3,0.05,10,0.0212
investments,54837.97,1.521,0.069,3,0.3,8,0.1057
fuel,13655.3,1.5273,0.069,3,0.45,11,0.158
food,33416.73,1.0924,0.0926,3,0.5,7,0.1096
groceries,29884.63,1.2239,0.0926,3,0.15,11,0.0186
transport,15940.52,0.8693,0.0926,3,0.4,7,0.1205
shopping,24939.69,0.4603,0.0926,3,0.9,5,0.1992
entertainment,33969.58,0.9125,0.0926,3,1.0,9,0.1502
utilities,20946.88,1.1618,0.0926,3,0.1,11,0.0896
healthcare,6849.2,0.7483,0.0926,3,0.05,11,0.0251
investments,85630.36,1.3968,0.0926,3,0.3,9,0.0193
fuel,7156.34,0.4707,0.0926,3,0.45,10,0.1548
food,40871.32,1.1677,0.0358,3,0.5,11,0.2245
groceries,18977.23,0.6792,0.0358,3,0.15,10,0.0111
transport,8153.18,0.3886,0.0358,3,0.4,7,0.1484
shopping,84026.94,1.3554,0.0358,3,0.9,7,0.19
entertainment,32929.0,0.7731,0.0358,3,1.0,6,0.3439
utilities,31488.14,1.5264,0.0358,3,0.1,11,0.0995
healthcare,7450.32,0.7114,0.0358,3,0.05,10,0.0
investments,94569.84,1.3482,0.0358,3,0.3,10,0.0314
fuel,14549.21,0.8364,0.0358,3,0.45,11,0.0883
food,24069.65,0.6918,0.0422,3,0.5,7,0.0321
groceries,39126.27,1.4088,0.0422,3,0.15,11,0.0788
transport,20017.28,0.9598,0.0422,3,0.4,8,0.1802
shopping,54602.11,0.8861,0.0422,3,0.9,9,0.1463
entertainment,39091.34,0.9233,0.0422,3,1.0,6,0.169
utilities,25536.88,1.2453,0.0422,3,0.1,10,0.0441
healthcare,3912.63,0.3758,0.0422,3,0.05,12,0.0
investments,55720.01,0.7991,0.0422,3,0.3,10,0.0
fuel,16908.14,0.9778,0.0422,3,0.45,7,0.1425
food,5730.54,0.1576,0.0207,3,0.5,11,0.0829
groceries,10293.07,0.3547,0.0207,3,0.15,11,0.0
transport,16826.61,0.7722,0.0207,3,0.4,8,0.0961
shopping,33908.72,0.5266,0.0207,3,0.9,7,0.3064
entertainment,23615.65,0.5338,0.0207,3,1.0,8,0.235
utilities,18140.62,0.8467,0.0207,3,0.1,10,0.0
healthcare,13541.59,1.245,0.0207,3,0.05,10,0.0
investments,84607.55,1.1613,0.0207,3,0.3,8,0.0443
fuel,27995.68,1.5495,0.0207,3,0.45,10,0.1805
food,18298.21,0.5402,0.0728,3,0.5,10,0.0341
groceries,21019.14,0.7774,0.0728,3,0.15,11,0.0
transport,21121.17,1.0402,0.0728,3,0.4,7,0.0906
shopping,70471.93,1.1746,0.0728,3,0.9,6,0.221
entertainment,32787.14,0.7954,0.0728,3,1.0,6,0.226
utilities,32344.99,1.6201,0.0728,3,0.1,10,0.0398
healthcare,7686.61,0.7584,0.0728,3,0.05,12,0.0371
investments,79314.94,1.1683,0.0728,3,0.3,8,0.0254
fuel,5918.01,0.3515,0.0728,3,0.45,9,0.1621
food,18508.8,0.6625,0.1132,3,0.5,8,0.1178
groceries,22452.44,1.2746,0.1132,3,0.15,11,0.0286
transport,19490.33,1.4498,0.1132,3,0.4,11,0.1629
shopping,19893.46,0.7206,0.1132,3,0.9,6,0.3559
entertainment,23837.09,1.6687,0.1132,3,1.0,6,0.4052
utilities,9149.24,0.6421,0.1132,3,0.1,11,0.0237
healthcare,10446.26,1.3991,0.1132,3,0.05,11,0.0301
investments,26641.46,1.217,0.1132,3,0.3,7,0.0625
fuel,7186.18,0.564,0.1132,3,0.45,7,0.0892
food,11169.43,0.6165,0.065,3,0.5,7,0.1485
groceries,10751.03,0.7434,0.065,3,0.15,10,0.0
transport,11260.39,1.0369,0.065,3,0.4,9,0.06
shopping,30343.02,0.9456,0.065,3,0.9,5,0.118
entertainment,21320.16,0.967,0.065,3,1.0,6,0.3219
utilities,13970.89,1.3083,0.065,3,0.1,12,0.0294
healthcare,14498.43,2.6745,0.065,3,0.05,12,0.1182
investments,36309.75,1.0,0.065,3,0.3,11,0.0
fuel,9695.94,1.0768,0.065,3,0.45,8,0.0926
food,46954.04,1.7952,0.0752,3,0.5,9,0.1626
groceries,19853.05,0.9509,0.0752,3,0.15,12,0.0274
transport,11896.07,0.7588,0.0752,3,0.4,8,0.1766
shopping,46586.39,1.0057,0.0752,3,0.9,4,0.2258
entertainment,35241.79,1.1073,0.0752,3,1.0,7,0.2588
utilities,15520.04,1.0068,0.0752,3,0.1,12,0.0
healthcare,13839.36,1.7685,0.0752,3,0.05,10,0.1006
investments,40441.4,0.7715,0.0752,3,0.3,7,0.0171
fuel,7011.59,0.5394,0.0752,3,0.45,8,0.1107
food,55483.35,1.4598,0.0485,3,0.5,11,0.1876
groceries,44989.59,1.483,0.0485,3,0.15,10,0.0238
transport,9997.69,0.4389,0.0485,3,0.4,11,0.1042
shopping,80095.98,1.1899,0.0485,3,0.9,6,0.3982
entertainment,64832.33,1.4018,0.0485,3,1.0,7,0.2904
utilities,18659.81,0.833,0.0485,3,0.1,12,0.0015
healthcare,1907.96,0.1678,0.0485,3,0.05,12,0.0243
investments,79294.64,1.0411,0.0485,3,0.3,11,0.0308
fuel,19995.38,1.0586,0.0485,3,0.45,7,0.2036
food,23949.73,1.0492,0.068,3,0.5,11,0.1015
groceries,20374.46,1.1182,0.068,3,0.15,11,0.0082
transport,17486.74,1.2781,0.068,3,0.4,10,0.1243
shopping,21039.09,0.5204,0.068,3,0.9,9,0.3358
entertainment,19893.17,0.7162,0.068,3,1.0,4,0.2474
utilities,14301.08,1.063,0.068,3,0.1,11,0.0
healthcare,8388.14,1.2282,0.068,3,0.05,10,0.0224
investments,47211.91,1.0321,0.068,3,0.3,9,0.0
fuel,12307.18,1.0848,0.068,3,0.45,8,0.1711
food,36979.43,0.998,0.0255,3,0.5,10,0.0932
groceries,32515.11,1.0994,0.0255,3,0.15,10,0.0
transport,24851.37,1.1189,0.0255,3,0.4,9,0.1988
shopping,43601.5,0.6644,0.0255,3,0.9,4,0.348
entertainment,44196.74,0.9802,0.0255,3,1.0,4,0.3685
utilities,32180.29,1.4736,0.0255,3,0.1,12,0.0
healthcare,9858.7,0.8893,0.0255,3,0.05,12,0.0
investments,50372.38,0.6784,0.0255,3,0.3,9,0.0
fuel,17001.61,0.9232,0.0255,3,0.45,11,0.0772
food,9678.88,0.5643,0.068,3,0.5,8,0.1048
groceries,13949.98,1.0189,0.068,3,0.15,12,0.0
transport,9317.21,0.9062,0.068,3,0.4,10,0.1641
shopping,34874.96,1.148,0.068,3,0.9,4,0.2335
entertainment,20322.2,0.9736,0.068,3,1.0,9,0.2106
utilities,8180.55,0.8092,0.068,3,0.1,11,0.0
healthcare,6165.55,1.2013,0.068,3,0.05,10,0.0047
investments,41298.84,1.2014,0.068,3,0.3,7,0.0268
fuel,7181.66,0.8424,0.068,3,0.45,8,0.1103
food,22898.73,0.6978,0.0556,3,0.5,9,0.1449
groceries,26160.56,0.9987,0.0556,3,0.15,10,0.0
transport,21778.5,1.1072,0.0556,3,0.4,10,0.1226
shopping,26160.56,0.4501,0.0556,3,0.9,8,0.2777
entertainment,52321.12,1.3102,0.0556,3,1.0,9,0.2809
utilities,22898.73,1.184,0.0556,3,0.1,10,0.0468
healthcare,16144.43,1.6443,0.0556,3,0.05,11,0.0376
investments,84774.72,1.2891,0.0556,3,0.3,8,0.0061
fuel,22075.03,1.3535,0.0556,3,0.45,9,0.2068
food,42784.53,1.1145,0.097,3,0.5,7,0.2768
groceries,29794.99,0.9723,0.097,3,0.15,10,0.0051
transport,33302.55,1.4472,0.097,3,0.4,11,0.1702
shopping,45058.66,0.6627,0.097,3,0.9,4,0.3684
entertainment,32917.1,0.7046,0.097,3,1.0,7,0.2162
utilities,14724.04,0.6508,0.097,3,0.1,12,0.0
healthcare,15610.57,1.3591,0.097,3,0.05,12,0.0734
investments,131360.06,1.7074,0.097,3,0.3,10,0.1141
fuel,20621.37,1.0808,0.097,3,0.45,10,0.0668
food,38673.68,1.1376,0.0728,3,0.5,10,0.1662
groceries,30003.67,1.1057,0.0728,3,0.15,11,0.0149
transport,11332.45,0.5561,0.0728,3,0.4,7,0.1318
shopping,71783.53,1.1922,0.0728,3,0.9,8,0.3017
entertainment,6758.51,0.1634,0.0728,3,1.0,9,0.2554
utilities,28228.71,1.4089,0.0728,3,0.1,10,0.0203
healthcare,1706.69,0.1678,0.0728,3,0.05,11,0.0
investments,63079.4,0.9259,0.0728,3,0.3,8,0.009
fuel,16998.67,1.0061,0.0728,3,0.45,9,0.0136
food,21991.64,0.8143,0.0823,3,0.5,9,0.0515
groceries,28635.23,1.3283,0.0823,3,0.15,12,0.0119
transport,19578.25,1.2094,0.0823,3,0.4,9,0.1852
shopping,66788.41,1.3963,0.0823,3,0.9,6,0.257
entertainment,25842.21,0.7863,0.0823,3,1.0,4,0.264
utilities,12555.03,0.7888,0.0823,3,0.1,12,0.017
healthcare,7104.57,0.8792,0.0823,3,0.05,10,0.0105
investments,33624.7,0.6212,0.0823,3,0.3,9,0.0264
fuel,18330.88,1.3657,0.0823,3,0.45,9,0.1678
food,5582.09,0.1637,0.0454,3,0.5,9,0.1387
groceries,24520.12,0.9006,0.0454,3,0.15,11,0.0
transport,21985.91,1.0754,0.0454,3,0.4,7,0.1555
shopping,26198.17,0.4337,0.0454,3,0.9,7,0.1463
entertainment,44143.06,1.0635,0.0454,3,1.0,4,0.3166
utilities,30889.87,1.5366,0.0454,3,0.1,10,0.0832
healthcare,2054.76,0.2013,0.0454,3,0.05,11,0.0
investments,44348.54,0.6488,0.0454,3,0.3,11,0.0
fuel,16609.3,0.9798,0.0454,3,0.45,11,0.113
food,21943.95,1.1667,0.028,3,0.5,9,0.1439
groceries,12558.28,0.8365,0.028,3,0.15,12,0.0
transport,14125.71,1.2529,0.028,3,0.4,11,0.2179
shopping,25399.83,0.7625,0.028,3,0.9,9,0.2022
entertainment,12539.4,0.5479,0.028,3,1.0,7,0.1707
utilities,14541.17,1.3118,0.028,3,0.1,10,0.0
healthcare,1114.19,0.198,0.028,3,0.05,11,0.0042
investments,43359.12,1.1503,0.028,3,0.3,9,0.0556
fuel,9933.32,1.0626,0.028,3,0.45,10,0.1596
food,37533.21,1.0954,0.0526,3,0.5,8,0.134
groceries,24013.0,0.878,0.0526,3,0.15,10,0.002
transport,22533.69,1.0972,0.0526,3,0.4,8,0.0824
shopping,95983.2,1.5816,0.0526,3,0.9,5,0.2282
entertainment,43140.84,1.0347,0.0526,3,1.0,4,0.1289
utilities,20779.16,1.029,0.0526,3,0.1,11,0.0427
healthcare,10183.16,0.9933,0.0526,3,0.05,10,0.0
investments,41558.32,0.6052,0.0526,3,0.3,11,0.0
fuel,20641.55,1.2121,0.0526,3,0.45,9,0.1066
food,16134.66,0.7169,0.0478,3,0.5,7,0.0319
groceries,13490.75,0.7509,0.0478,3,0.15,10,0.01
transport,14575.43,1.0804,0.0478,3,0.4,9,0.1373
shopping,25151.09,0.631,0.0478,3,0.9,7,0.2871
entertainment,29218.65,1.0668,0.0478,3,1.0,9,0.2617
utilities,21942.23,1.6542,0.0478,3,0.1,10,0.0931
healthcare,1129.88,0.1678,0.0478,3,0.05,11,0.0
investments,63024.61,1.3973,0.0478,3,0.3,8,0.0087
fuel,12677.23,1.1333,0.0478,3,0.45,9,0.1365
food,45692.1,1.2681,0.0779,3,0.5,8,0.1782
groceries,33572.66,1.1673,0.0779,3,0.15,11,0.0523
transport,19752.88,0.9146,0.0779,3,0.4,10,0.1296
shopping,64974.67,1.0181,0.0779,3,0.9,8,0.2192
entertainment,19752.88,0.4505,0.0779,3,1.0,4,0.1614
utilities,18341.96,0.8637,0.0779,3,0.1,10,0.0
healthcare,6005.45,0.557,0.0779,3,0.05,12,0.0
investments,43087.32,0.5967,0.0779,3,0.3,10,0.0007
fuel,27711.91,1.5475,0.0779,3,0.45,10,0.1162
food,30122.86,1.752,0.099,3,0.5,8,0.2403
groceries,18229.08,1.3283,0.099,3,0.15,11,0.0838
transport,9045.49,0.8777,0.099,3,0.4,9,0.1153
shopping,18246.34,0.5992,0.099,3,0.9,7,0.3328
entertainment,18436.23,0.8812,0.099,3,1.0,9,0.2025
utilities,10253.86,1.0119,0.099,3,0.1,11,0.0
healthcare,6438.87,1.2517,0.099,3,0.05,12,0.0419
investments,45141.13,1.3101,0.099,3,0.3,7,0.0
fuel,8078.8,0.9455,0.099,3,0.45,10,0.1155
food,1259.19,0.0502,0.0969,3,0.5,8,0.1731
groceries,17729.4,0.8855,0.0969,3,0.15,11,0.0
transport,19618.18,1.3049,0.0969,3,0.4,7,0.2072
shopping,51349.78,1.1559,0.0969,3,0.9,9,0.3536
entertainment,46086.36,1.5099,0.0969,3,1.0,8,0.2823
utilities,23597.23,1.5963,0.0969,3,0.1,10,0.0886
healthcare,2342.09,0.3121,0.0969,3,0.05,12,0.0021
investments,52054.93,1.0356,0.0969,3,0.3,10,0.0
fuel,9494.29,0.7616,0.0969,3,0.45,9,0.1546
food,18132.73,1.0351,0.0757,3,0.5,8,0.0926
groceries,17886.5,1.2792,0.0757,3,0.15,12,0.0392
transport,10024.88,0.9548,0.0757,3,0.4,8,0.0696
shopping,20524.63,0.6616,0.0757,3,0.9,6,0.2629
entertainment,33996.66,1.5949,0.0757,3,1.0,6,0.2873
utilities,13929.31,1.3492,0.0757,3,0.1,12,0.1021
healthcare,2550.19,0.4866,0.0757,3,0.05,11,0.0
investments,19012.1,0.5416,0.0757,3,0.3,10,0.0
fuel,6155.63,0.7071,0.0757,3,0.45,7,0.0945
food,16089.22,0.5125,0.0535,3,0.5,11,0.0972
groceries,11815.83,0.5797,0.0535,3,0.15,10,0.0171
transport,23021.17,1.4668,0.0535,3,0.4,8,0.0716
shopping,27314.26,1.5208,0.0535,3,0.9,5,0.1707
entertainment,9511.74,0.9379,0.0535,3,1.0,7,0.1397
utilities,8999.72,0.5135,0.0535,3,0.1,11,0.0
healthcare,4647.56,0.593,0.0535,3,0.05,12,0.0
investments,22391.0,1.5683,0.0535,3,0.3,11,0.0808
fuel,14021.45,1.2448,0.0535,3,0.45,10,0.2341
food,38754.13,1.0833,0.0556,3,0.5,9,0.0213
groceries,29487.62,1.0327,0.0556,3,0.15,10,0.0
transport,22591.61,1.0536,0.0556,3,0.4,9,0.0936
shopping,73952.5,1.1672,0.0556,3,0.9,9,0.2791
entertainment,40334.46,0.9266,0.0556,3,1.0,7,0.2895
utilities,28266.45,1.3407,0.0556,3,0.1,12,0.0255
healthcare,16773.1,1.5671,0.0556,3,0.05,11,0.1027
investments,78011.09,1.0882,0.0556,3,0.3,8,0.0
fuel,13001.85,0.7313,0.0556,3,0.45,11,0.0643
food,15274.85,0.5944,0.0613,3,0.5,11,0.1371
groceries,25698.91,1.2528,0.0613,3,0.15,12,0.0051
transport,8282.48,0.5377,0.0613,3,0.4,8,0.022
shopping,44147.42,0.97,0.0613,3,0.9,7,0.1591
entertainment,35271.5,1.1279,0.0613,3,1.0,6,0.3829
utilities,13417.1,0.8859,0.0613,3,0.1,12,0.0
healthcare,8566.3,1.1141,0.0613,3,0.05,12,0.0
investments,72813.58,1.4138,0.0613,3,0.3,8,0.0383
fuel,16100.52,1.2606,0.0613,3,0.45,10,0.1401
food,17662.81,0.8564,0.0941,3,0.5,11,0.1536
groceries,16296.17,0.9899,0.0941,3,0.15,11,0.0
transport,4803.95,0.3886,0.0941,3,0.4,7,0.0869
shopping,43028.5,1.178,0.0941,3,0.9,6,0.2004
entertainment,28927.25,1.1526,0.0941,3,1.0,4,0.4179
utilities,7081.69,0.5826,0.0941,3,0.1,10,0.0
healthcare,5611.51,0.9094,0.0941,3,0.05,11,0.0
investments,50358.67,1.2184,0.0941,3,0.3,9,0.0406
fuel,15550.72,1.5172,0.0941,3,0.45,11,0.184
food,13472.81,0.8845,0.0771,3,0.5,7,0.1252
groceries,12647.01,1.0403,0.0771,3,0.15,10,0.0384
transport,12952.86,1.4188,0.0771,3,0.4,11,0.1318
shopping,30462.93,1.1293,0.0771,3,0.9,6,0.2686
entertainment,17219.51,0.929,0.0771,3,1.0,8,0.1507
utilities,7615.73,0.8484,0.0771,3,0.1,10,0.0285
healthcare,2737.38,0.6007,0.0771,3,0.05,12,0.0
investments,45709.69,1.4975,0.0771,3,0.3,7,0.0461
fuel,9787.29,1.2929,0.0771,3,0.45,10,0.154
food,13027.5,0.6637,0.0966,3,0.5,9,0.0944
groceries,16358.29,1.044,0.0966,3,0.15,12,0.0355
transport,12219.44,1.0385,0.0966,3,0.4,10,0.1751
shopping,55972.93,1.61,0.0966,3,0.9,7,0.3483
entertainment,26784.23,1.1213,0.0966,3,1.0,8,0.2516
utilities,11825.27,1.0221,0.0966,3,0.1,10,0.0038
healthcare,3370.2,0.5738,0.0966,3,0.05,12,0.0114
investments,32322.4,0.8216,0.0966,3,0.3,8,0.0
fuel,11155.17,1.1434,0.0966,3,0.45,9,0.1893
food,6677.23,0.1948,0.0713,3,0.5,7,0.067
groceries,28774.06,1.0516,0.0713,3,0.15,12,0.0
transport,22578.69,1.0988,0.0713,3,0.4,11,0.0634
shopping,7262.35,0.1196,0.0713,3,0.9,7,0.1143
entertainment,49287.62,1.1815,0.0713,3,1.0,8,0.2988
utilities,9155.38,0.4532,0.0713,3,0.1,10,0.051
healthcare,20444.73,1.9933,0.0713,3,0.05,10,0.0748
investments,31940.58,0.4649,0.0713,3,0.3,11,0.006
fuel,24574.97,1.4424,0.0713,3,0.45,10,0.1993
food,21806.52,0.7359,0.0436,3,0.5,10,0.0429
groceries,26893.72,1.1371,0.0436,3,0.15,11,0.0
transport,17165.57,0.9665,0.0436,3,0.4,7,0.0921
shopping,74522.96,1.4201,0.0436,3,0.9,7,0.3405
entertainment,54352.68,1.5074,0.0436,3,1.0,5,0.2676
utilities,17046.57,0.9761,0.0436,3,0.1,12,0.0125
healthcare,10055.39,1.1342,0.0436,3,0.05,12,0.0722
investments,53936.18,0.9083,0.0436,3,0.3,9,0.0
fuel,8389.41,0.5697,0.0436,3,0.45,11,0.147
food,23227.67,1.0281,0.0441,3,0.5,9,0.0851
groceries,20029.33,1.1107,0.0441,3,0.15,10,0.0
transport,21571.79,1.593,0.0441,3,0.4,10,0.1217
shopping,40013.29,1.0,0.0441,3,0.9,8,0.1057
entertainment,30350.22,1.104,0.0441,3,1.0,7,0.2934
